id,trigger,conditions,script,text,options,notes
hegtales_hannahtalkQuestionsLuddic,DialogOptionSelected,$option == hegtales_hannahtalkQuestionsLuddic,,"""The Hegemony, just as the Domain before it, has always been a secular polity,"" she begins. ""Our worship of Ludd… it doesn't align with some of their core beliefs. But unlike the pathers or even certain factions within the Church of Galactic Redemption, we don't see faith as a reason to reject the foundations of the Domain. We believe in using Luddic ideals and teachings to improve ourselves and the world around us.""

Her tone grows more fervent as she continues. ""AI is a sin—a fundamental wrongdoing of humanity. To create an artificial form of life, one without mothers or fathers, without a soul? It's unnatural. But the Gates, the Domain, the legacy of human ingenuity—those are not sins. That's humanity. That's us. And it's our duty to spread the teachings of Ludd across all of mankind, not to isolate ourselves in this beautiful yet fractured Persean Sector.""",hegtales_hannahtalkQuestionsLuddic2:Continue,
hegtales_hannahtalkQuestionsLuddic2,DialogOptionSelected,$option == hegtales_hannahtalkQuestionsLuddic2,"SetShortcut hegtales_hannahtalkQuestionsCancel ""ESCAPE""","She pauses briefly, ""That's where our disagreements with the Church and Pathers begin. They want isolation, purity or destruction of technology, while we believe in integration and control, just like the Domain did. I believe that when the Hegemony asserts full control over the sector, we can make Luddism its official religion. Not through force, but by showing its wisdom just as Ludd taught us...""

""And if one day we are reunied with our kin, we would preach our word to them. Showing them the fruits of our labour.""

Her voice drops to a whisper. ""There are more Luddics in the Hegemony's high command than you might imagine, $BrotherOrSister."" 

She gives you a polite small smile.","hegtales_hannahtalkQuestionsPersonal:""Tell me a bit about you.""
hegtales_hannahtalkQuestionsLuddic:""Tell me about being a Luddic in the Hegemony.""
hegtales_hannahtalkQuestionsBorealis:""Tell me about the Lord of Bones.""
hegtales_hannahtalkQuestionsSalt:""Tell me about Greenearth Salt.""
hegtales_hannahtalkQuestionsCancel:""That's all for now.""",
"hegtales_hannahtalkQuestionsSalt
",DialogOptionSelected,$option == hegtales_hannahtalkQuestionsSalt,,"""He's an old friend of mine,"" she begins curtly, ""He used to be a Knight of Ludd, the official ones, at least until he had some disagreements. Let's just say he walked a different path after that.""

Her tone softens but there's still a hint of frustration. ""People call him a Pather, but he's not a terrorist… not like the others. His people, they're good folk—not crazed fanatics like so many of the pathers these days. But it's always half and half now, isn't it? Some are true believers, others…"" She trails off, shaking her head before concluding.

""Salt is complicated. That's all I'll say.""",,
hegtales_hannahtalkQuestionsBorealis,DialogOptionSelected,$option == hegtales_hannahtalkQuestionsBorealis,,"Hannah shakes her head. ""If he hears you call him that, he's going to kill you. He hates that nickname...""

""Borealis of House Ossum. He's been my husband for almost twelve years now. We have four beautiful children, and who knows? Maybe a fifth on the way, who might even end up with someone's special name."" She winks at you.

""Borealis… he's a stern man. Very busy and incredibly dutiful. Most of his time is spent working with the rest of Executive Council and High Hegemon Daud. It's not the life he wanted, though. He'd much rather be patrolling with a fleet and leading from the front. But instead, he's stuck behind a desk, buried in meetings and politics."" She sighs. ""At least he does not need to worry about the... ‘Special' traditions of Eventide. But all those things fall on me nowadays."" Finally, she lifts a photo of her and Borealis in their youth, showing it to the screen.

""He does it all for his family and for the Hegemony, but I know it weighs on him.""
",,
hegtales_hannahtalkQuestionsBorealisFamily,DialogOptionSelected,"$option == hegtales_hannahtalkQuestionsBorealis
$hegtales_house_ossum_start score: 1000",,"Hannah shakes her head. ""If your uncle hears you call him that, he's going to kill you. He hates that nickname...""

""Borealis of House Ossum. As you know, has been my husband for almost twelve years now. We have four beautiful children, and who knows? Maybe a fifth on the way, who might even end up with someone's special name."" She winks at you.

""Borealis… he's a stern man. Very busy and incredibly dutiful. Most of his time is spent working with the rest of Executive Council and High Hegemon Daud. It's not the life he wanted, though. He'd much rather be patrolling with a fleet and leading from the front. But instead, he's stuck behind a desk, buried in meetings and politics."" She sighs. Finally, she lifts a photo of her and Borealis in their youth, showing it to the screen.",,
hegtales_hannahtalkQuestionsCancel,DialogOptionSelected,$option == hegtales_hannahtalkQuestionsCancel,FireAll PopulateOptions,"""Alright! Arminius! Don't touch that."" She yells at one of her kids.",,
hegtales_hannah_peaceBribeRep,PopulateOptions,"$id == hegtales_hannah
",FireAll hegtales_hannah_peaceBribeRepCheck,,"10:hegtales_hannah_peace_bribeRep:""I need to fix my reputation with the Hegemony.""",
hegtales_hannah_peaceBribeRepCheck,hegtales_hannah_peaceBribeRepCheck,RepGTE hegemony INHOSPITABLE,"SetEnabled hegtales_hannah_peace_bribeRep false
SetTooltip hegtales_hannah_peace_bribeRep ""Only available if relations with Hegemony are hostile or worse.""",,,
hegtales_hannah_peaceBribeRepIntroButWar,DialogOptionSelected,"$option == hegtales_hannah_peace_bribeRep
Commission hasOtherCommission
Commission commissionFactionIsAtWarWith hegemony",FireAll PopulateOptions,"$HeOrShe gives you a confused look, then speaks. ""You got a commission with $theOtherCommissionFaction. And they're at war with the Hegemony.""

""I cannot talk to the other nobles if you still flow their flag?"" $HeOrShe seems pensive. ""Resign the commission, and then we can talk.""

""Otherwise its a no-go.""",,
hegtales_hannah_peaceBribeRepIntro,DialogOptionSelected,$option == hegtales_hannah_peace_bribeRep,,"$HeOrShe seems pretty amused by the situation.

""You are in total trouble... But the Hegemony needs less enemies, not more. Even then, you have murdered so many sons and daughters of Eventide and Chicomoztoc...""

$HeOrShe considers this for a moment. ""Some credits can be used for funerals, a ceremony in the name of the fallen... and other noble-ish things. Don't you think?""",hegtales_hannah_peace_bribeRep2:Continue,
hegtales_hannah_peaceBribeRep500kOffer,DialogOptionSelected,$option == hegtales_hannah_peace_bribeRep2,"SetTextHighlights ""500,000""
DoCanAffordCheck 500000 hegtales_hannah_peace_bribeRep500kAccept false","""I can arrange things for 500,000 credits. Everyone will look pretty suspiciously at you but this is a first step to get into the good graces of the Hegemony.""","hegtales_hannah_peace_bribeRep500kAccept:""Great. Transferring credits now.""
hegtales_hannah_peace_bribeRepDecline:Decline",
hegtales_hannah_peaceBribeRep500kAccept,DialogOptionSelected,$option == hegtales_hannah_peace_bribeRep500kAccept,"AddRemoveCommodity credits -500000 true
AdjustRep $personFaction.id INHOSPITABLE 50
$global.didHEGrepBribe++","$HeOrShe smiles. You can see $heOrShe has a happy look, now that the Hegemony seemingly has one less enemy to worry about

""Now I've got some calls and meetings to do, starting with preparing a ball... Be on your best behavior, $playerName, and all wounds will be healed.""",cutCommLink:Cut the comm link,
hegtales_hannah_peaceBribeRep1mOffer,DialogOptionSelected,"$option == hegtales_hannah_peace_bribeRep2
$global.didHEGrepBribe == 1","SetTextHighlights ""1,000,000""
DoCanAffordCheck 1000000 hegtales_hannah_peace_bribeRep1mAccept false","""Again? You have made E-V-E-R-Y-O-N-E mad $playerName,"" $heOrShe shakes $hisOrHer head. ""I would need... 1,000,000 credits. Yes. A big party. Lots invitations and groveling...""","hegtales_hannah_peace_bribeRep1mAccept:""One million, let's do it.""
hegtales_hannah_peace_bribeRepDecline:Decline",
hegtales_hannah_peaceBribeRep1mAccept,DialogOptionSelected,$option == hegtales_hannah_peace_bribeRep1mAccept,"AddRemoveCommodity credits -1000000 true
AdjustRep $personFaction.id INHOSPITABLE 50
$global.didHEGrepBribe++","$HeOrShe smiles. You can see $heOrShe has a happy look, now that the Hegemony seemingly has one less enemy to worry about

""Now I've got some calls and meetings to do, starting with preparing a tournament... Be on your best behavior, $playerName, and all wounds will be healed.""",cutCommLink:Cut the comm link,
hegtales_hannah_peaceBribeRep10mIntro,DialogOptionSelected,"$option == hegtales_hannah_peace_bribeRep2
$global.didHEGrepBribe == 2",,"""I don't know why I still talk to you,"" $heOrShe muses. ""You've made a very expensive enemy in Tri-Tachyon again and again. And now you return, begging forgiveness? It will take a fortune in bribes. You understand this, don't you?""

""You. Again. I used to be happy to see you after you brought me back... But now."" $heOrShe shakes her head. ""You keep becoming an enemy of the Hegemony. You keep putting me in trouble for... what reason exactly? You don't care... do you? This will cost a fortune!""
","hegtales_hannah_peace_bribeRep3:""How much...?""",
hegtales_hannah_peaceBribeRep10mOffer,DialogOptionSelected,$option == hegtales_hannah_peace_bribeRep3,"SetTextHighlights ""10,000,000""
DoCanAffordCheck 10000000 hegtales_hannah_peace_bribeRep10mAccept false","$HeOrShe sighs deeply, leaning back and, rubbing $hisOrHer face with $hisOrHer hands. Finally, $heOrShe gets back up to face the holo-feed.

""10,000,000 credits. That's 7 zeros, captain.""","hegtales_hannah_peace_bribeRep10mAccept:""I won't do it again Hannah.""
hegtales_hannah_peace_bribeRep10mOutrageous:""That seems quite expensive.""
hegtales_hannah_peace_bribeRepDecline:Decline",
hegtales_hannah_peaceBribeRep10mOutrageous,DialogOptionSelected,$option == hegtales_hannah_peace_bribeRep10mOutrageous,RemoveOption hegtales_hannah_peace_bribeRep10mOutrageous,"""Does it? Good!"" $heOrShe says spitefully.

""You've been an outrage! It's going to be very expensive! Deal with the consequences!""",,
hegtales_hannah_peaceBribeRep10mAccept,DialogOptionSelected,$option == hegtales_hannah_peace_bribeRep10mAccept,"AddRemoveCommodity credits -10000000 true
AdjustRep $personFaction.id INHOSPITABLE 50
$global.didHEGrepBribe++","""So,"" $heOrShe looks grim. ""We're really doing this."" $HeOrShe looks away, up at nothing. 

""I don't even know why you are doing this. With that ammount of money you could retire... buy a planet even!""

$HisOrHer gaze returns to the holo-feed. ""But here we are. I don't even know what I am going to do... Just don't kill more people from the Hegemony""

The comm-link terminates.",cutCommLink:Cut the comm link,
hegtales_hannah_peaceBribeRepNope,DialogOptionSelected,"$option == hegtales_hannah_peace_bribeRep
$global.didHEGrepBribe > 2",AdjustRepActivePerson HOSTILE -1,"""No."" $heOrShe says abruptly.

""No."" $heOrShe repeats.

""No."" $heOrShe she finishes.

$PersonName terminates the comm-link.",cutCommLink:Cut the comm link,
hegtales_hannah_peaceBribeRepDecline,DialogOptionSelected,$option == hegtales_hannah_peace_bribeRepDecline,FireAll PopulateOptions,"""If that's what you want..."" $heOrShe say's a bit curious. ""Wait a minute, how did you get here? Are you not wanted?""",,
,,,,,,
,,,,,,
,,,,,,
# Talk with Salt if alive,,,,,,
greetingSaltusAlive,PickGreeting,"$id == hegtales_saltus score:1000
$global.hegtales_Quest2_missionCompleted ","BeginConversation hegtales_saltus
FireAll PopulateOptions","Salt's stern face fills the screen, his expression as unreadable as ever. He stares at you silently for a few moments. Finally, he opens his mouth, his tone flat and devoid of emotion.

""Yes?""",,
Greenhearttalk1,PopulateOptions,"$id == hegtales_saltus score:1000
$global.hegtales_Quest2_missionCompleted",,,"hegtales_Quest2_Greenhearttalk_2:""I got some matters to talk about.""",
hegtales_Quest2_Greenhearttalk_2main,DialogOptionSelected,"$option == hegtales_Quest2_Greenhearttalk_2
",FireAll salthuboptions,,,
hegtales_Quest2_Greenhearttalk_2_1,salthuboptions,!$mybrotherinludd,,,"hegtales_Greenhearttalk2:""How are you? My brother in Ludd!""",
hegtales_Quest2_Greenhearttalk_pathpeace_1,salthuboptions,!$global.saltpeace ,"SetEnabled hegtales_Greenhearth_peace false
SetTooltip hegtales_Greenhearth_peace ""Your relation with the Luddic Path is higher than SUSPICIOUS.""
FireBest hegtales_salt_peacecheck",,"hegtales_Greenhearth_peace:""Can you help me with the other pather cells?""",
hegtales_Quest2_Greenhearttalk_ask_1,salthuboptions,,,,"hegtales_Greenhearth_ask:""I have some more questions about you.""",
hegtales_Quest2_Greenhearttalk_leave,salthuboptions,,,,cutCommLink:Cut the comm link,
hegtales_Quest2_Greenhearttalk_2,DialogOptionSelected,"$option == hegtales_Greenhearttalk2
","AddPotentialContact hegtales_saltus
$mybrotherinludd = true
FireAll salthuboptions
","""I have spoken with Hannah. She is safe and well.""

A brief pause follows as his piercing gaze seems to evaluate your worth. Then, he continues, his tone steady but firm.

""I have some tasks for you, should you choose to aid our cause. Return to me when you are ready to offer your assistance.""
",,
hegtales_Quest2_Greenhearttalk_pathpeace,DialogOptionSelected,"$option == hegtales_Greenhearth_peace
","DoCanAffordCheck 500000 hegtales_Greenhearth_peaceaccept false
AddTextSmall ""This will make increase your relations with the Luddic Path, so they will not be hostile anymore. There are many Fanatic and Hostile Luddic Path fleets around, so still be watchful for them."" gray
SetTextHighlights Luddic Path","""I will give you this option, ONCE.""

He leans slightly forward, his piercing gaze locking onto you through the screen.

""1,000,000 credits. Take it or leave it.""
","hegtales_Greenhearth_peaceaccept:""I am sending the credits.""
hegtales_Greenhearth_peacedeny:""After thinking about it, I don't need it.""",
"hegtales_Quest2_Greenhearttalk_pathpeacecheck
",hegtales_salt_peacecheck,RepLTE luddic_path SUSPICIOUS,"SetEnabled hegtales_Greenhearth_peace true
",,,
hegtales_Quest2_Greenhearttalk_pathpeaceaccept,DialogOptionSelected,$option == hegtales_Greenhearth_peaceaccept,"AddRemoveCommodity credits -500000 true
AdjustRep $personFaction.id INHOSPITABLE 50
ShowSecondPerson hegtales_leo
$global.saltpeace = true","The other pather, the one from Beholder Station appears on screen next to Salt simply looking at his 'leader'.

""Good. I will send Leo to spread the word."" 

Leo looks at you and nods, while Greenearth doesn't seem to react at all before the comms are cut.",cutCommLink:Cut the comm link,
hegtales_Quest2_Greenhearttalk_pathpeacedeny,DialogOptionSelected,"$option == hegtales_Greenhearth_peacedeny
",FireAll salthuboptions,"""I will act as if this never happened.""",,
hegtales_Quest2_Greenhearttalk_ask,DialogOptionSelected,"$option == hegtales_Greenhearth_ask
","SetEnabled hegtales_Greenhearth_ask false

AddTextSmall ""You should improve your relations with Salt."" gray","""No.""

His answer is simple and direct.
",,
hegtales_Quest2_Greenhearttalk_ask_true,DialogOptionSelected,"$option == hegtales_Greenhearth_ask score:500
$rel > 0.50 
!$askedsaltusstupid",,"""I will give you the benefit of the doubt,"" he speaks

""Ask me a few questions. But if you ask a stupid one…"" His eyes narrow,

""I am never going to let you ask me a question ever again.""
","hegtales_Greenhearth_ask_knight:""Why did you leave the Knights of Ludd?""
hegtales_Greenhearth_ask_pather:""Are you the leader of a Pather Cell?""
hegtales_Greenhearth_ask_saltus:""Why did Hannah call you 'Saltus'?""
hegtales_Greenhearth_ask_cotton:""What do you think of Brother Cotton?""
hegtales_Greenhearth_ask_cancel:Return",
hegtales_Quest2_Greenhearttalk_ask_stupid,DialogOptionSelected,"$option == hegtales_Greenhearth_ask score:1000
$askedsaltusstupid","SetEnabled hegtales_Greenhearth_ask false

AddTextSmall ""You shouldn't have asked a stupid question."" gray","""No.""

His answer is simple and direct.",,
hegtales_Quest2_Greenhearttalk_ask_knight,DialogOptionSelected,$option == hegtales_Greenhearth_ask_knight,,"Greenheart Salt clears his throat,
""I have always been a follower of Ludd. Since my childhood, I’ve fought for the Greater Ludd. I rose through the ranks of the Knights to become a captain, leading my own men into battle. But the doctrine of the Church… It's too restrictive. Why do they seek to control us? Why do they dictate which of Ludd’s words are ‘correct,’ as if the rest are meaningless? Why must they decide where we can live, how we must live, and when we can live freely?""

Salt’s expression hardens, ""Each day, more Knights desert their ranks to join the Path. And those who follow me know we are not bloodthirsty maniacs. We are not terrorists, as some would label us. We simply seek freedom—to interpret Ludd’s teachings without the chains of the Church’s dogma.""

He pauses, his voice softening slightly. ""That is why I remain here, in Hesperus. To be open, to guide, and to help any brother or sister who wishes to walk the Path freely, without fear or coercion.""",,
hegtales_Quest2_Greenhearttalk_ask_pather,DialogOptionSelected,"$option == hegtales_Greenhearth_ask_pather
",,"""I am a leader of men, if that’s what you’re asking,"" Saltus replies, ""The Luddic Path, what most outsiders call the countless, perhaps infinite, groupings of divergent Luddic beliefs, is not centralized. Not even the Church operates that way. Why would we?""

For a brief moment, the faintest hint of a smile touches his lips.

""People heed my words. They follow me. Other leaders respect me and listen when I speak. I am the highest-ranking knight among my peers. But does that make me the leader of a ‘cell’? Perhaps. Or perhaps I am simply a man guiding others along the Path."" He shrugs. ",,
hegtales_Quest2_Greenhearttalk_ask_saltus,DialogOptionSelected,$option == hegtales_Greenhearth_ask_saltus,"FireAll salthuboptions
$askedsaltusstupid = true","""Because she finds it funny.""",,
hegtales_Quest2_Greenhearttalk_ask_cotton,DialogOptionSelected,$option == hegtales_Greenhearth_ask_cotton,,"""He walks his own path,"" Salt speaks ominously, before he realizes he should say something more. 

 ""I’ve met him a few times. He claims angels sang to him. I have never heard an angel, so I can’t say if what he heard was true.""
 
He pauses, ""Brother Cotton might be the most wanted terrorist in the sector, but he tries, every single day, to do something for Ludd. His methods might be extreme, even misguided to some, but his conviction? That’s undeniable.""

""And conviction like that… it’s a Path worth respecting, even if not everyone agrees with how he walks it.""",,
hegtales_Quest2_Greenhearttalk_ask_cancel,DialogOptionSelected,$option == hegtales_Greenhearth_ask_cancel,FireAll salthuboptions,"""...""",,
,,,,,,
,,,,,,
,,,,,,
#Australis second Quest,,,,,,
hegtales_Quest3StarterOption,AustralisQuests,"$id == hegtales_australis
!$global.hegtales_Quest3_ref score:1000
!$global.hegtales_Quest3Accepted","SetEnabled hegtales_Quest3starter0 false
SetTooltip hegtales_Quest3starter0 ""You need to have FRIENDLY relations with Australis and completed his previous Quest.""
FireBest hegtales_Quest3Check

SetOptionColor hegtales_Quest3starter0 highlight",,"hegtales_Quest3starter0:""What is Operation Heritage?""",
hegtales_Quest3NotDone,AustralisQuests,"$id == hegtales_australis
!$global.hegtales_Quest3Accepted
","AddTextSmall ""You see a folder with the name 'Operation: Heritage' on his desk."" gray
SetTextHighlights Operation: Heritage",,,
hegtales_Quest3Check,hegtales_Quest3Check,"$rel > 0.50 score:1000
$global.hegtales_Quest2_missionCompleted","SetEnabled hegtales_Quest3starter0 true
SetTooltip hegtales_Quest3starter0 ""This mission is available because of your relationship with Australis and you have helped House Ossum.""",,,
hegtales_Quest3StarterOption1Sindrian,DialogOptionSelected,"$option == hegtales_Quest3starter0
$player.fcm_faction == sindrian_diktat score: 1000",FireAll PopulateOptions,"Australis seems amused, but clearly is a cover for his real emotion, his face clearly betrays him. ""Operation: Heritage, yes."" he says, as he glances at the folder.

""I believe you should resign your Sindrian commission before this..""",,
hegtales_Quest3StarterOption1,DialogOptionSelected,$option == hegtales_Quest3starter0,,"Australis seems amused, as though he had expected you to notice the folder and ask about it. ""Operation: Heritage, yes."" he says, picking it up and opening it. His eyes briefly scan the document before he looks back at you.

""I need you to come personally to the Castle so we can proceed.""",hegtales_Quest3starter1:Take a shuttle to the Ossum Castle,
hegtales_Quest3StarterOption2,DialogOptionSelected,$option == hegtales_Quest3starter1,ShowImageVisual ossum_castle,"Without hesitation, you prepare for the journey. Taking a shuttle back down to the planet, you soon find yourself within the grand Ossum estate. The room you are escorted into is breathtakingly luxurious, adorned with ornate furnishings and tapestries that speak to the family's wealth and prominence.","hegtales_Quest3starter2:""Continue""",
hegtales_Quest3StarterOption3,DialogOptionSelected,$option == hegtales_Quest3starter2,"BeginConversation hegtales_borealis
ShowSecondPerson hegtales_australis","Admiral Borealis Ossum enters the room, his presence commanding as always, followed closely by his twin brother, Australis. This time, it is Borealis who takes the lead in speaking.

""The HSS Retaliation was the ancestral ship of House Ossum,"" his tone steady and authoritative. ""It had been under the control of our family since Commander Nord Ossum married Admiral Janice Smollett in C+49, and thus, the ship was passed down through the generations. Until it was lost in Askonia, with our father on it.""

""We never knew what truly happened to it, though. It wasn't destroyed during Andrada's rebellion, as we initially believed. The ship disappeared, and with it, the remains of our father.,"" Borealis continues, ""But we recently discovered that my father's second-in-command, the man who betrayed him, Defectum, is now part of the Lion's Guard and has kept the ship somewhere."" He pauses, letting the significance of the revelation sink in, before Australis steps forward.","hegtales_Quest3starter3:""Continue""",
hegtales_Quest3StarterOption4,DialogOptionSelected,$option == hegtales_Quest3starter3,"BeginConversation hegtales_australis
ShowSecondPerson hegtales_borealis

","""We have made a plan to deal with him and return our father home."" Australis says, the implication of the plan is clear.","hegtales_Quest3starter2Accept:""I'll help House Ossum.""
hegtales_Quest3starter1Decline:""I am currently busy.""",
hegtales_Quest3starter2Accept,DialogOptionSelected,$option == hegtales_Quest3starter2Accept,"SetTooltip hegtales_Quest3starter1Accept ""This will make you go HOSTILE towards the Sindrian Diktat during its progress.""

AddTextSmall ""If you accept, this quest will make you go HOSTILE towards the Sindrian Diktat during its progress."" gray
SetTextHighlights HOSTILE","""Are you sure you want to help us with this task?"" Australis asks. His gaze shifts between you and his twin brother.

Borealis, continues ""It will surely make you hostile toward the Sindrians,"" he states bluntly, ""This isn't just a recovery mission. You will be killing some of them —there's no way around it.""
","hegtales_Quest3starter1Accept:""Yes.""
hegtales_Quest3starter1Decline:""No, I need to think about it.""",
hegtales_Quest3StarterAccept,DialogOptionSelected,$option == hegtales_Quest3starter1Accept,"BeginConversation hegtales_australis
ShowSecondPerson hegtales_borealis

BeginMission hegtales_Quest3
$global.hegtales_Quest3Accepted = true
FireAll PopulateOptions","""Good!"" Borealis declares, his tone sharper now. ""Then you should start by speaking with our less scrupulous man, Corby. He has a contact in the Askonian pirate haven of Umbra. Corby will provide you with the details and ensure you're equipped for what lies ahead.""

The Admiral's eyes glint with anticipation. ""Our involvement in this matter must remain hidden,"" he continues firmly. ""The HSS Retaliation is more than a ship to us—it's a symbol of our legacy. Bring it back, and you will have the eternal gratitude of House Ossum.""

Australis gives you a faint nod. ""Corby will be expecting you. Good luck, Captain.""
",,
hegtales_Quest3StarterAcceptFUEL,DialogOptionSelected,"$option == hegtales_Quest3starter1Accept
HEG_HasModId PAGSM score:1000","BeginConversation hegtales_borealis
ShowSecondPerson hegtales_australis

HEG_Fuel defectumPortrait hegtales_portrait_defectum_gas
HEG_Fuel isaiasPortrait hegtales_portrait_isaias_gas

BeginMission hegtales_Quest3
$global.hegtales_Quest3Accepted = true
FireAll PopulateOptions","""Gas!"" Borealis declares, his tone sharper now. ""Then you should start by speaking with our less scrupulous man, Corby. He has a contact in the Askonian pirate haven of Umbra. Corby will provide you with the details and ensure you're equipped for what lies ahead.""

The Admiral's eyes glint with anticipation. ""Our involvement in this matter must remain hidden,"" he continues firmly. ""The HSS Retaliation is more than a ship to us—it's a symbol of our legacy. Bring it back, and you will have the eternal gratitude of House Ossum.""

Australis gives you a faint nod. ""Corby will be expecting you. Good luck, Captain.""
",,
hegtales_Quest3StarterDecline,DialogOptionSelected,$option == hegtales_Quest3starter1Decline,"BeginConversation hegtales_borealis
ShowSecondPerson hegtales_australis","Borealis lifts an eyebrow, before glancing toward Australis. The twins exchange a brief, knowing look before nodding in unison. The former speaks first.

""It's a dangerous mission,"" he says. ""It's acceptable that you wouldn't want to take the risks at this moment. The Retaliation isn't going anywhere, and we understand the constraints of your priorities. For us, direct confrontation with Sindria is not an option right now. But you, as an independent agent, have the freedom we lack.""

Australis steps forward, his demeanor lighter than his brother's but no less serious. ""The mission will wait for you, Captain,"" he assures you, his voice tinged with understanding. He personally escorts you back to your shuttle.

As you board, Australis gives you a nod of respect. ""Ludd's light guide you,""
","cutCommLink:""..."" (cut comm-link)",
,,,,,,
,,,,,,
,,,,,,
hegtales_Quest3Corbyask,PopulateOptions,"$id == hegtales_corby
$global.hegtales_Quest3Accepted
!$askedcorbyaboutfrusca",SetOptionColor hegtales_Quest3Corbytalk0 highlight,,"0:hegtales_Quest3Corbytalk0:""Corby. I got a mission.""",
hegtales_Quest3Corbytalk0,DialogOptionSelected,$option == hegtales_Quest3Corbytalk0,,"""Well, well, kid,"" he says, leaning back in his chair making it creak so loudly that it's heard through the comms. ""Didn't think I'd be hearing from you again, not after you went straight to the big shots. Guess I underestimated you… or maybe I should've expected you'd be back for something big.""

His grin widens. ""I know exactly why you're here. You're after Defectum, aren't you? That traitorous bastard's been a thorn in the side of House Ossum for far too long. But getting to him? That's no easy feat. Lucky for you, I've got just the lead you need.""

""Here's the deal: you need to find a guy named Frusca in Umbra. He's an old friend of mine… well, ‘friend' might be stretching it, but he owes me a favor or two. Frusca's the kind of guy who thrives in the chaos of a place like Umbra, and he's got something you'll need: a very special satellite.""
","hegtales_Quest3Corbytalk:""Continue""",
hegtales_Quest3CorbyTalk1,DialogOptionSelected,"$option == hegtales_Quest3Corbytalk
$rel > 0.59 score:1000","$askedcorbyaboutfrusca = true

$global.hegtales_Quest3_GO_TO_UMBRA = true

Call $global.hegtales_Quest3_ref updateStage","Corby gestures with his hands as he explains. ""This isn't just any piece of junk, mind you. This satellite is custom-made for a specific purpose. Once you deploy it in orbit around the Umbra, it'll send out a coded alarm. And not just any alarm—it's designed to reach a particular fleet.""

""Now, listen carefully. This is your one and only shot. Once that fleet gets the signal, you'll have to act fast. The commander of that fleet has the information you need, but getting it won't be a walk in the park. You'll need to extract it... Somehow""

Corby's eyes narrow as he leans closer to the screen. ""This is high-stakes, kid. You screw this up, and the trail goes cold. So don't mess it up. Get to Umbra, find Frusca, and make it happen. House Ossum's counting on you, and frankly, so am I.""

He pauses, his grin returning faintly. ""Good luck. You're gonna need it.""
","cutCommLink:""You too."" (cut comm-link)",
hegtales_Quest3CorbyTalk2,DialogOptionSelected,$option == hegtales_Quest3Corbytalk,"AddTextSmall ""--You need at least 60 relations with Corby to proceed."" gray

SetTextHighlights 60

SetEnabled hegtales_Quest3Corbythreaten false
SetTooltip hegtales_Quest3Corbythreaten ""Requires at least 60 marines.""
SetTooltipHighlights hegtales_Quest3Corbythreaten 60
FireBest hegtales_Quest3CorbyThreaten","He looks around as a plate of fries is put in front of him. ""You should do a few of my little jobs, get the hang of dealing with ol' Corby. Right?"" 

He gives you a big grin.","hegtales_Quest3Corbythreaten:Threaten Corby with your marines.
cutCommLink: Cut the comm link",
hegtales_Quest3Corbythreaten1,DialogOptionSelected,$option == hegtales_Quest3Corbythreaten,,"""You know I got a squad of 60 marines with me, ready to raid you if you don't speak."" You say as the whole demeanor of Corby's face changes. Simply nodding as he takes a deep breath.","hegtales_Quest3Corbythreatened:""Continue""",
hegtales_Quest3CorbythreatenCheck,hegtales_Quest3CorbyThreaten,$player.marines > 59,SetEnabled hegtales_Quest3Corbythreaten true,,,
hegtales_Quest3Corbythreaten2,DialogOptionSelected,$option == hegtales_Quest3Corbythreatened,,"Corby speaks seriously ""This satellite is custom-made for a specific purpose. Once you deploy it in orbit around the Umbra, it'll send out a coded alarm. And not just any alarm—it's designed to reach a particular fleet.""

""Now, listen carefully. This is your one and only shot. Once that fleet gets the signal, you'll have to act fast. The commander of that fleet has the information you need.""

Corby's eyes narrow as he leans closer to the screen. ""This is high-stakes. You screw this up, and the trail goes cold. So don't mess it up. Get to Umbra, find Frusca, and make it happen. House Ossum's counting on you, and trust me, you don't want to be on their bad side.""","hegtales_Quest3Corbythreatened2:""Continue""",
hegtales_Quest3Corbythreaten3,DialogOptionSelected,$option == hegtales_Quest3Corbythreatened2,"RemoveContact hegtales_corby
SetPersonHidden hegtales_corby true

$askedcorbyaboutfrusca = true

$global.hegtales_Quest3_GO_TO_UMBRA = true

Call $global.hegtales_Quest3_ref updateStage","""And kid."" The man speaks dead serious.

""Don't ever bother me again.""","cutCommLink:""..."" (cut comm-link)",
hegtales_Quest3CorbyMoney,PopulateOptions,"$id == hegtales_corby
$global.wheredamoneycorby
!$global.gotcorbymoney",$global.gotcorbymoney = true,,"0:hegtales_Quest3CorbyMoney2: ""You owe Frusca a millon credits.""",
hegtales_Quest3CorbyMoney2,DialogOptionSelected,$option == hegtales_Quest3CorbyMoney2,,"""Ah... I forgot about that..."" Corby seems pensive as he brings a hand to his beard, starting to rub it.

Before he shrugs, smirking about an old memory before he realizes that you are still staring at him.

""Ah, yes. The money.""",hegtales_Quest3CorbyMoney3: Continue,
hegtales_Quest3CorbyMoney3,DialogOptionSelected,$option == hegtales_Quest3CorbyMoney3,AddCredits 500000,"""I don't have the full tab, but I believe this will help... Say hello to the old man in my name... I forgot to tell you that the last time."" He says as he pats his belly.

""He should come to visit me someday!","cutCommLink:""It's something."" (cut comm-link)",
,,,,,,
,,,,,,
,,,,,,
